customer_id,gender,age,age_group,city,state,registration_date,customer_tier,total_orders,total_spent
CUST00008784,male,28,26-35,Madurai,Tamil Nadu,2023-08-24,Platinum,6,66281.0
CUST00008785,male,30,26-35,Coimbatore,Tamil Nadu,2024-05-02,Platinum,5,70994.48
CUST00008786,male,44,36-45,Ahmedabad,Gujarat,2023-08-14,Platinum,5,143429.79
CUST00008787,male,27,26-35,Alwar,Rajasthan,2024-05-06,Platinum,6,747264.29
CUST00008788,female,44,36-45,Howrah,West Bengal,2023-07-29,Platinum,7,230350.79
CUST00008789,male,28,26-35,Alwar,Rajasthan,2024-01-30,Gold,1,22323.88
CUST00008790,female,56,56-65,Varanasi,UP,2024-03-17,Silver,6,5676.47
CUST00008791,male,39,36-45,Ludhiana,Punjab,2024-02-23,Platinum,6,349110.15
CUST00008792,male,55,46-55,Dwarka,Delhi,2024-03-06,Platinum,8,92814.27
CUST00008793,male,33,26-35,Panipat,Haryana,2023-09-09,Platinum,4,72493.26
CUST00008794,female,49,46-55,Panipat,Haryana,2024-01-08,Gold,2,43688.29
CUST00008795,female,31,26-35,Chennai,Tamil Nadu,2023-08-15,Platinum,4,134188.43
CUST00008796,female,40,36-45,Panipat,Haryana,2024-01-30,Gold,3,23038.32
CUST00008797,male,36,36-45,Delhi NCR,Delhi,2023-08-22,Platinum,7,191612.08
CUST00008798,male,18,18-25,Surat,Gujarat,2023-10-28,Platinum,3,51855.29
CUST00008799,male,31,26-35,Surat,Gujarat,2023-09-29,Platinum,5,91978.11
CUST00008800,female,70,65+,Panipat,Haryana,2023-07-15,Gold,5,24482.91
CUST00008801,male,21,18-25,Kolkata,West Bengal,2023-11-25,Platinum,8,94341.05
CUST00008802,male,31,26-35,Noida,UP,2023-10-02,Gold,3,32486.2
CUST00008803,male,58,56-65,Vadodara,Gujarat,2024-02-12,Platinum,7,57620.56
CUST00008804,male,33,26-35,Jaipur,Rajasthan,2023-07-13,Gold,3,32516.54
CUST00008805,female,55,46-55,Jalandhar,Punjab,2024-04-20,Platinum,4,51546.89
CUST00008806,female,28,26-35,Udaipur,Rajasthan,2023-11-23,Platinum,7,168326.46
CUST00008807,female,65,56-65,Udaipur,Rajasthan,2023-06-26,Gold,6,32873.32
CUST00008808,male,35,26-35,Alwar,Rajasthan,2024-04-23,Platinum,9,198889.46
CUST00008809,female,62,56-65,Noida,UP,2023-10-28,Gold,3,45081.5
CUST00008810,male,23,18-25,Noida,UP,2023-11-27,Gold,8,25954.86
CUST00008811,male,26,26-35,Dwarka,Delhi,2023-12-05,Platinum,6,82913.63
CUST00008812,female,29,26-35,Kota,Rajasthan,2023-10-21,Platinum,10,175772.79
CUST00008813,female,20,18-25,Ludhiana,Punjab,2024-03-11,Platinum,8,168071.08
CUST00008814,male,40,36-45,Varanasi,UP,2023-10-12,Platinum,8,344011.94
CUST00008815,female,60,56-65,Nagpur,Maharashtra,2023-10-18,Platinum,13,123551.47
CUST00008816,male,43,36-45,Kota,Rajasthan,2024-02-06,Platinum,7,466344.11
CUST00008817,female,41,36-45,Dwarka,Delhi,2023-12-12,Platinum,8,150569.66
CUST00008818,male,19,18-25,Howrah,West Bengal,2023-09-09,Gold,5,26441.34
CUST00008819,female,42,36-45,Rajkot,Gujarat,2023-11-18,Platinum,5,81608.54
CUST00008820,female,29,26-35,Sohna,Haryana,2023-06-23,Platinum,8,498568.59
CUST00008821,male,36,36-45,Jodhpur,Rajasthan,2024-03-20,Silver,0,0.0
CUST00008822,female,35,26-35,Rajkot,Gujarat,2023-12-08,Platinum,3,105991.94
CUST00008823,male,36,36-45,Noida,UP,2023-09-03,Gold,4,36692.47
CUST00008824,female,21,18-25,Ahmedabad,Gujarat,2024-01-23,Platinum,8,288843.47
CUST00008825,male,34,26-35,Dwarka,Delhi,2023-11-26,Platinum,10,164318.24
CUST00008826,male,33,26-35,Kota,Rajasthan,2023-11-27,Platinum,7,256363.43
CUST00008827,female,34,26-35,Varanasi,UP,2023-07-25,Platinum,4,95441.79
CUST00008828,female,30,26-35,Bangalore,Karnataka,2023-06-20,Platinum,9,533251.33
CUST00008829,male,29,26-35,Amritsar,Punjab,2023-09-09,Platinum,9,312018.57
CUST00008830,female,38,36-45,Palwal,Haryana,2024-02-21,Platinum,6,272392.6
CUST00008831,female,28,26-35,Jalandhar,Punjab,2024-02-26,Platinum,5,187344.21
CUST00008832,male,29,26-35,Udaipur,Rajasthan,2023-07-01,Platinum,6,102160.06
CUST00008833,male,23,18-25,Kanpur,UP,2023-10-04,Silver,2,1329.82
CUST00008834,male,35,26-35,Patiala,Punjab,2023-10-12,Platinum,5,106562.87
CUST00008835,female,40,36-45,Patiala,Punjab,2024-01-20,Silver,1,1180.38
CUST00008836,male,28,26-35,Vadodara,Gujarat,2023-10-08,Platinum,5,205526.83
CUST00008837,male,20,18-25,New Delhi,Delhi,2023-12-13,Platinum,1,100532.23
CUST00008838,male,37,36-45,Kota,Rajasthan,2023-12-02,Platinum,10,170174.95
CUST00008839,female,26,26-35,Gurugram,Haryana,2024-04-15,Gold,3,38432.19
CUST00008840,male,34,26-35,Coimbatore,Tamil Nadu,2023-10-05,Gold,6,28175.69
CUST00008841,male,26,26-35,Mumbai,Maharashtra,2024-05-11,Platinum,7,345133.06
CUST00008842,male,20,18-25,Thane,Maharashtra,2023-07-14,Platinum,5,82128.88
CUST00008843,female,45,36-45,Thane,Maharashtra,2024-01-21,Platinum,8,448654.66
CUST00008844,male,39,36-45,Kolkata,West Bengal,2023-08-14,Platinum,6,61863.82
CUST00008845,male,25,18-25,Thane,Maharashtra,2024-02-19,Gold,6,21853.0
CUST00008846,female,18,18-25,Chennai,Tamil Nadu,2023-08-15,Silver,4,2700.97
CUST00008847,female,38,36-45,Jalandhar,Punjab,2024-02-28,Platinum,6,102253.62
CUST00008848,male,50,46-55,Chennai,Tamil Nadu,2024-02-28,Platinum,13,81996.07
CUST00008849,female,19,18-25,Surat,Gujarat,2024-01-25,Gold,6,47753.47
CUST00008850,female,55,46-55,Coimbatore,Tamil Nadu,2023-11-17,Silver,4,5157.97
CUST00008851,male,52,46-55,Noida,UP,2024-04-10,Platinum,9,74282.84
CUST00008852,male,28,26-35,Rajkot,Gujarat,2023-12-03,Platinum,5,113462.45
CUST00008853,female,27,26-35,Jalandhar,Punjab,2024-03-06,Silver,2,10353.76
CUST00008854,female,21,18-25,Kanpur,UP,2024-03-27,Silver,2,8480.32
CUST00008855,male,18,18-25,Bangalore,Karnataka,2023-12-04,Platinum,11,392496.03
CUST00008856,male,32,26-35,Udaipur,Rajasthan,2024-05-13,Platinum,8,195294.26
CUST00008857,male,49,46-55,Dwarka,Delhi,2023-10-18,Gold,4,24745.48
CUST00008858,female,27,26-35,Mumbai,Maharashtra,2023-07-03,Platinum,5,65280.14
CUST00008859,male,22,18-25,Bangalore,Karnataka,2023-08-25,Platinum,6,145980.35
CUST00008860,male,28,26-35,Udaipur,Rajasthan,2023-09-30,Platinum,3,76581.72
CUST00008861,male,36,36-45,Vadodara,Gujarat,2024-03-02,Platinum,4,86267.2
CUST00008862,female,41,36-45,Noida,UP,2024-04-10,Platinum,6,111967.57
CUST00008863,male,50,46-55,Palwal,Haryana,2023-10-29,Silver,5,5915.38
CUST00008864,male,37,36-45,Mangalore,Karnataka,2023-10-02,Platinum,9,245915.89
CUST00008865,female,18,18-25,Pune,Maharashtra,2023-12-26,Platinum,10,320079.74
CUST00008866,female,31,26-35,Lucknow,UP,2024-03-02,Platinum,9,240840.7
CUST00008867,female,35,26-35,Varanasi,UP,2023-08-17,Platinum,3,53382.32
CUST00008868,male,28,26-35,Kanpur,UP,2024-01-09,Platinum,5,50479.18
CUST00008869,male,44,36-45,Dwarka,Delhi,2023-06-07,Platinum,4,62588.15
CUST00008870,female,22,18-25,Patiala,Punjab,2023-10-31,Platinum,4,108239.99
CUST00008871,male,44,36-45,Vadodara,Gujarat,2024-02-26,Platinum,3,60941.37
CUST00008872,female,33,26-35,Mangalore,Karnataka,2023-10-02,Silver,0,0.0
CUST00008873,female,75,65+,Coimbatore,Tamil Nadu,2024-04-30,Gold,5,23286.4
CUST00008874,female,26,26-35,Jalandhar,Punjab,2023-12-20,Platinum,5,97822.47
CUST00008875,female,26,26-35,Durgapur,West Bengal,2023-08-25,Platinum,5,291495.81
CUST00008876,female,62,56-65,Howrah,West Bengal,2023-10-26,Gold,6,46909.42
CUST00008877,female,20,18-25,Kanpur,UP,2024-02-09,Platinum,8,95777.91
CUST00008878,female,28,26-35,Howrah,West Bengal,2023-06-20,Platinum,7,261834.46
CUST00008879,female,45,36-45,Amritsar,Punjab,2024-01-15,Silver,3,3454.15
CUST00008880,male,36,36-45,Lucknow,UP,2023-08-25,Platinum,7,307944.77
CUST00008881,female,40,36-45,Kolkata,West Bengal,2024-02-26,Silver,5,6205.08
CUST00008882,female,24,18-25,Pune,Maharashtra,2023-12-21,Gold,7,48980.56
CUST00008883,male,45,36-45,Patiala,Punjab,2024-01-02,Silver,0,0.0
CUST00008884,male,23,18-25,New Delhi,Delhi,2024-01-05,Platinum,6,192802.86
CUST00008885,female,29,26-35,Udaipur,Rajasthan,2023-06-12,Platinum,5,203645.27
CUST00008886,male,55,46-55,Kanpur,UP,2023-11-07,Gold,4,43960.89
CUST00008887,female,24,18-25,Ahmedabad,Gujarat,2023-07-03,Platinum,8,170485.56
CUST00008888,male,45,36-45,New Delhi,Delhi,2024-05-30,Silver,2,6049.86
CUST00008889,female,44,36-45,Palwal,Haryana,2023-10-24,Silver,6,13587.18
CUST00008890,male,36,36-45,Agra,UP,2023-09-03,Platinum,2,63538.26
CUST00008891,male,55,46-55,Noida,UP,2024-01-25,Platinum,4,50361.48
CUST00008892,female,46,46-55,Chennai,Tamil Nadu,2023-11-18,Silver,3,6334.68
CUST00008893,female,34,26-35,Jaipur,Rajasthan,2023-08-30,Platinum,3,165856.91
CUST00008894,female,22,18-25,Dwarka,Delhi,2023-09-03,Platinum,7,158942.43
CUST00008895,male,23,18-25,Mysore,Karnataka,2024-02-08,Silver,4,8964.03
CUST00008896,male,24,18-25,Delhi NCR,Delhi,2024-01-22,Platinum,8,207505.04
CUST00008897,female,28,26-35,Kota,Rajasthan,2023-08-03,Gold,6,45537.98
CUST00008898,female,47,46-55,Patiala,Punjab,2023-07-30,Gold,7,39230.17
CUST00008899,male,19,18-25,Ludhiana,Punjab,2024-05-25,Platinum,7,146647.79
CUST00008900,female,49,46-55,Ahmedabad,Gujarat,2023-09-08,Gold,6,22637.85
CUST00008901,female,22,18-25,Rajkot,Gujarat,2024-04-14,Platinum,6,139418.94
CUST00008902,female,52,46-55,Palwal,Haryana,2023-08-26,Gold,4,35388.9
CUST00008903,female,37,36-45,Jodhpur,Rajasthan,2024-02-13,Platinum,10,109672.21
CUST00008904,male,28,26-35,Mangalore,Karnataka,2024-05-22,Platinum,2,94027.92
CUST00008905,male,57,56-65,Ahmedabad,Gujarat,2023-11-01,Silver,2,18110.26
CUST00008906,female,31,26-35,Mumbai,Maharashtra,2024-03-18,Gold,6,29066.93
CUST00008907,female,22,18-25,Faridabad,Haryana,2024-02-08,Platinum,8,133376.06
CUST00008908,female,38,36-45,Jodhpur,Rajasthan,2024-03-17,Platinum,6,101470.67
CUST00008909,female,18,18-25,Ahmedabad,Gujarat,2024-02-03,Platinum,4,90186.39
CUST00008910,female,55,46-55,Mangalore,Karnataka,2024-02-19,Platinum,5,80391.3
CUST00008911,male,64,56-65,Faridabad,Haryana,2024-02-11,Silver,3,3092.17
CUST00008912,male,22,18-25,Durgapur,West Bengal,2023-10-31,Gold,7,36087.91
CUST00008913,male,30,26-35,Varanasi,UP,2023-10-26,Gold,1,42803.1
CUST00008914,male,22,18-25,Kota,Rajasthan,2023-12-27,Platinum,4,102017.36
CUST00008915,female,26,26-35,Kota,Rajasthan,2023-07-08,Silver,2,2617.05
CUST00008916,female,40,36-45,Sohna,Haryana,2023-08-08,Platinum,12,406526.29
CUST00008917,male,27,26-35,Chennai,Tamil Nadu,2023-12-18,Platinum,2,57448.86
CUST00008918,female,59,56-65,Howrah,West Bengal,2024-03-14,Platinum,10,62715.57
CUST00008919,female,19,18-25,New Delhi,Delhi,2024-04-08,Platinum,6,179415.97
CUST00008920,male,23,18-25,Patiala,Punjab,2024-05-31,Platinum,5,95512.77
CUST00008921,female,42,36-45,Panipat,Haryana,2023-07-16,Platinum,3,107611.78
CUST00008922,female,46,46-55,Rajkot,Gujarat,2023-11-11,Platinum,6,78848.25
CUST00008923,female,19,18-25,Jodhpur,Rajasthan,2023-11-27,Platinum,7,245056.69
CUST00008924,male,49,46-55,New Delhi,Delhi,2024-03-11,Gold,3,34222.9
CUST00008925,female,27,26-35,Lucknow,UP,2024-04-23,Platinum,3,117971.66
CUST00008926,female,20,18-25,Chennai,Tamil Nadu,2024-02-21,Platinum,8,135248.27
CUST00008927,male,41,36-45,Surat,Gujarat,2023-09-21,Silver,1,1600.9
CUST00008928,female,31,26-35,Patiala,Punjab,2023-09-28,Platinum,4,85933.86
CUST00008929,female,27,26-35,Agra,UP,2023-06-25,Platinum,4,160010.5
CUST00008930,female,19,18-25,Lucknow,UP,2023-11-28,Platinum,2,123296.05
CUST00008931,female,36,36-45,Coimbatore,Tamil Nadu,2023-06-26,Platinum,6,138985.65
CUST00008932,male,21,18-25,Jaipur,Rajasthan,2024-03-17,Platinum,5,78845.97
CUST00008933,female,30,26-35,Amritsar,Punjab,2023-06-17,Gold,1,24775.77
CUST00008934,female,55,46-55,Rajkot,Gujarat,2023-10-04,Gold,9,24509.34
CUST00008935,male,45,36-45,Mangalore,Karnataka,2023-12-30,Platinum,8,172662.93
CUST00008936,female,23,18-25,Kota,Rajasthan,2024-03-15,Platinum,4,147048.19
CUST00008937,female,47,46-55,Gurugram,Haryana,2024-04-23,Gold,6,26872.6
CUST00008938,male,55,46-55,Noida,UP,2024-05-15,Gold,4,36112.27
CUST00008939,female,37,36-45,Vadodara,Gujarat,2023-08-21,Platinum,4,103835.16
CUST00008940,male,68,65+,Rajkot,Gujarat,2023-06-17,Gold,7,44248.45
CUST00008941,female,19,18-25,Thane,Maharashtra,2023-11-29,Platinum,8,194425.65
CUST00008942,female,20,18-25,Panipat,Haryana,2024-03-12,Gold,3,27369.44
CUST00008943,female,37,36-45,Surat,Gujarat,2024-04-09,Platinum,6,139086.17
CUST00008944,male,32,26-35,Varanasi,UP,2024-04-09,Platinum,4,53013.89
CUST00008945,male,26,26-35,Bangalore,Karnataka,2024-05-05,Gold,5,47213.01
CUST00008946,female,44,36-45,Agra,UP,2023-07-13,Platinum,4,60248.62
CUST00008947,male,53,46-55,Coimbatore,Tamil Nadu,2024-05-09,Platinum,7,65372.49
CUST00008948,male,24,18-25,Howrah,West Bengal,2023-09-12,Silver,4,13528.75
CUST00008949,male,18,18-25,Thane,Maharashtra,2024-04-28,Platinum,5,126987.96
CUST00008950,female,39,36-45,Coimbatore,Tamil Nadu,2023-12-21,Platinum,4,84345.07
CUST00008951,female,48,46-55,Bangalore,Karnataka,2024-05-01,Gold,5,24387.94
CUST00008952,male,40,36-45,Mangalore,Karnataka,2023-06-23,Platinum,8,150831.03
CUST00008953,female,23,18-25,Ahmedabad,Gujarat,2023-09-26,Silver,2,7024.76
CUST00008954,male,38,36-45,Pune,Maharashtra,2024-02-12,Platinum,3,62765.6
CUST00008955,female,32,26-35,Ahmedabad,Gujarat,2024-03-06,Platinum,3,85877.43
CUST00008956,female,45,36-45,Kota,Rajasthan,2023-07-20,Silver,2,18260.97
CUST00008957,male,34,26-35,Rajkot,Gujarat,2023-12-11,Platinum,4,209862.0
CUST00008958,male,20,18-25,New Delhi,Delhi,2023-08-03,Platinum,7,172392.9
CUST00008959,male,67,65+,Ahmedabad,Gujarat,2024-01-27,Platinum,5,128445.01
CUST00008960,female,23,18-25,Surat,Gujarat,2024-01-03,Platinum,5,121398.52
CUST00008961,male,45,36-45,Howrah,West Bengal,2024-01-12,Platinum,4,380557.53
CUST00008962,female,22,18-25,Panipat,Haryana,2024-03-20,Silver,2,2753.8
CUST00008963,male,20,18-25,Vadodara,Gujarat,2023-11-06,Platinum,4,66539.06
CUST00008964,male,69,65+,Chennai,Tamil Nadu,2023-08-06,Silver,4,4211.14
CUST00008965,female,25,18-25,Jaipur,Rajasthan,2023-08-27,Platinum,4,223504.62
CUST00008966,male,43,36-45,Noida,UP,2023-06-30,Platinum,7,124022.15
CUST00008967,male,39,36-45,Varanasi,UP,2024-05-29,Platinum,10,487911.69
CUST00008968,male,28,26-35,Sohna,Haryana,2023-06-12,Platinum,6,212214.6
CUST00008969,female,45,36-45,Sohna,Haryana,2023-10-27,Gold,4,26866.42
CUST00008970,male,24,18-25,Chennai,Tamil Nadu,2023-12-02,Platinum,8,218804.75
CUST00008971,female,22,18-25,Mangalore,Karnataka,2024-02-09,Platinum,8,342690.13
CUST00008972,male,27,26-35,Lucknow,UP,2023-10-21,Silver,2,19715.34
CUST00008973,male,29,26-35,Faridabad,Haryana,2023-06-17,Platinum,7,465280.17
CUST00008974,male,41,36-45,Madurai,Tamil Nadu,2023-10-23,Platinum,5,106931.23
CUST00008975,male,24,18-25,Vadodara,Gujarat,2023-11-07,Gold,6,42313.84
CUST00008976,female,23,18-25,Ludhiana,Punjab,2023-08-26,Platinum,4,492269.44
CUST00008977,female,29,26-35,Thane,Maharashtra,2023-06-30,Platinum,7,164406.29
CUST00008978,male,36,36-45,Howrah,West Bengal,2023-08-10,Platinum,10,224819.94
CUST00008979,female,30,26-35,Delhi NCR,Delhi,2023-10-27,Gold,2,43307.66
CUST00008980,female,39,36-45,Kanpur,UP,2024-01-03,Platinum,7,50084.71
CUST00008981,female,41,36-45,Coimbatore,Tamil Nadu,2023-06-01,Silver,2,1260.49
CUST00008982,female,28,26-35,Ludhiana,Punjab,2024-05-26,Platinum,6,217788.04
CUST00008983,female,53,46-55,Chennai,Tamil Nadu,2024-02-07,Platinum,7,88708.68
CUST00008984,female,39,36-45,Chennai,Tamil Nadu,2024-04-23,Platinum,8,228601.37
CUST00008985,male,27,26-35,Pune,Maharashtra,2023-10-29,Platinum,7,108914.39
CUST00008986,female,23,18-25,New Delhi,Delhi,2023-12-18,Silver,4,19442.02
CUST00008987,female,34,26-35,Howrah,West Bengal,2023-07-26,Platinum,7,139018.11
CUST00008988,male,24,18-25,Kota,Rajasthan,2023-09-18,Platinum,5,61813.67
CUST00008989,female,27,26-35,Kota,Rajasthan,2023-06-14,Gold,4,40909.9
CUST00008990,female,18,18-25,Durgapur,West Bengal,2023-10-06,Platinum,2,236337.13
CUST00008991,female,40,36-45,Coimbatore,Tamil Nadu,2024-02-02,Silver,5,19691.74
CUST00008992,male,31,26-35,Panipat,Haryana,2023-11-10,Platinum,7,213017.29
CUST00008993,male,38,36-45,Madurai,Tamil Nadu,2023-08-04,Silver,1,812.57
CUST00008994,male,29,26-35,Delhi NCR,Delhi,2023-12-01,Platinum,5,86234.13
CUST00008995,male,52,46-55,Vadodara,Gujarat,2024-04-26,Platinum,7,69581.91
CUST00008996,female,31,26-35,Amritsar,Punjab,2023-09-04,Platinum,6,128754.12
CUST00008997,male,42,36-45,Sohna,Haryana,2024-04-06,Platinum,5,139545.59
CUST00008998,female,43,36-45,Howrah,West Bengal,2023-07-25,Platinum,2,80299.93
CUST00008999,female,43,36-45,Jaipur,Rajasthan,2023-10-14,Platinum,7,170833.03
CUST00009000,male,34,26-35,Gurugram,Haryana,2023-06-25,Silver,2,5561.49
CUST00009001,female,67,65+,Jalandhar,Punjab,2023-11-02,Gold,6,27562.45
CUST00009002,female,22,18-25,Vadodara,Gujarat,2024-05-19,Platinum,4,83436.72
CUST00009003,male,33,26-35,Vadodara,Gujarat,2023-10-25,Platinum,5,158607.49
CUST00009004,male,30,26-35,Lucknow,UP,2023-09-19,Platinum,4,70782.26
CUST00009005,male,30,26-35,Durgapur,West Bengal,2024-01-17,Platinum,8,218590.51
CUST00009006,female,43,36-45,Dwarka,Delhi,2024-02-01,Platinum,4,79298.29
CUST00009007,male,21,18-25,Agra,UP,2023-10-11,Platinum,5,88337.44
CUST00009008,female,29,26-35,Ludhiana,Punjab,2024-03-19,Platinum,5,212042.31
CUST00009009,female,32,26-35,Udaipur,Rajasthan,2023-07-09,Platinum,4,175907.75
CUST00009010,male,32,26-35,Durgapur,West Bengal,2024-01-07,Gold,3,30888.89
CUST00009011,male,29,26-35,Faridabad,Haryana,2024-04-03,Gold,4,35058.58
CUST00009012,male,31,26-35,Ludhiana,Punjab,2023-10-23,Platinum,11,199117.66
CUST00009013,male,33,26-35,Vadodara,Gujarat,2024-02-03,Platinum,6,118540.74
CUST00009014,female,48,46-55,Palwal,Haryana,2023-10-03,Platinum,11,76635.21
CUST00009015,male,26,26-35,Lucknow,UP,2023-10-10,Platinum,3,134810.32
CUST00009016,male,22,18-25,Kolkata,West Bengal,2024-03-10,Platinum,9,342970.44
CUST00009017,female,30,26-35,Mangalore,Karnataka,2024-03-25,Platinum,5,60284.65
CUST00009018,female,55,46-55,Dwarka,Delhi,2023-09-17,Platinum,7,129107.33
CUST00009019,female,22,18-25,Agra,UP,2023-06-09,Platinum,6,141646.41
CUST00009020,male,46,46-55,Alwar,Rajasthan,2024-05-22,Gold,2,20241.16
CUST00009021,female,45,36-45,Ahmedabad,Gujarat,2024-02-29,Platinum,3,78684.91
CUST00009022,male,30,26-35,Madurai,Tamil Nadu,2024-02-27,Platinum,7,260532.98
CUST00009023,male,35,26-35,Surat,Gujarat,2023-06-22,Platinum,4,108989.02
CUST00009024,female,28,26-35,Kolkata,West Bengal,2024-04-08,Platinum,7,363298.23
CUST00009025,female,38,36-45,New Delhi,Delhi,2023-10-22,Platinum,4,92330.94
CUST00009026,female,32,26-35,Noida,UP,2023-10-11,Platinum,6,115003.83
CUST00009027,female,37,36-45,Coimbatore,Tamil Nadu,2023-06-04,Silver,4,7333.51
CUST00009028,female,24,18-25,Agra,UP,2024-02-28,Platinum,4,148681.03
CUST00009029,male,57,56-65,Nagpur,Maharashtra,2024-05-17,Gold,5,31885.53
CUST00009030,male,27,26-35,Dwarka,Delhi,2023-09-18,Platinum,7,231089.63
CUST00009031,male,47,46-55,Panipat,Haryana,2023-10-08,Platinum,5,105377.71
CUST00009032,male,39,36-45,Mysore,Karnataka,2023-07-08,Gold,3,24905.6
CUST00009033,male,43,36-45,Lucknow,UP,2023-06-17,Gold,5,31894.42
CUST00009034,male,24,18-25,Sohna,Haryana,2023-10-16,Platinum,5,73468.93
CUST00009035,female,20,18-25,Nagpur,Maharashtra,2024-04-07,Gold,6,49911.8
CUST00009036,female,21,18-25,Mysore,Karnataka,2023-08-14,Platinum,6,125126.39
CUST00009037,female,35,26-35,Mumbai,Maharashtra,2024-04-04,Platinum,9,369573.33
CUST00009038,female,18,18-25,Surat,Gujarat,2024-01-06,Silver,1,14142.26
CUST00009039,female,49,46-55,Patiala,Punjab,2023-08-29,Gold,5,39872.8
CUST00009040,female,30,26-35,Nagpur,Maharashtra,2024-05-07,Platinum,5,235062.28
CUST00009041,female,35,26-35,Rajkot,Gujarat,2024-01-07,Platinum,5,126302.67
CUST00009042,female,18,18-25,Nagpur,Maharashtra,2024-03-09,Platinum,5,302008.66
CUST00009043,male,51,46-55,Delhi NCR,Delhi,2024-04-15,Gold,5,48173.6
CUST00009044,female,40,36-45,Udaipur,Rajasthan,2023-07-28,Platinum,6,144562.45
CUST00009045,female,19,18-25,Surat,Gujarat,2024-04-22,Silver,2,1932.28
CUST00009046,male,18,18-25,Palwal,Haryana,2024-05-27,Platinum,5,57764.35
CUST00009047,female,20,18-25,Kolkata,West Bengal,2023-07-08,Platinum,8,148733.03
CUST00009048,male,44,36-45,Ludhiana,Punjab,2023-07-12,Gold,5,26656.28
CUST00009049,male,21,18-25,Varanasi,UP,2024-03-17,Platinum,3,104543.79
CUST00009050,female,28,26-35,Kolkata,West Bengal,2024-05-14,Platinum,3,215183.03
CUST00009051,female,42,36-45,Sohna,Haryana,2023-07-08,Platinum,8,256779.2
CUST00009052,male,29,26-35,Delhi NCR,Delhi,2024-03-03,Gold,4,22528.72
CUST00009053,female,28,26-35,Varanasi,UP,2023-11-12,Gold,4,24853.06
CUST00009054,female,18,18-25,Jalandhar,Punjab,2023-12-20,Platinum,1,108205.39
CUST00009055,female,34,26-35,Amritsar,Punjab,2024-02-11,Platinum,6,52035.07
CUST00009056,male,23,18-25,Kota,Rajasthan,2024-01-25,Platinum,5,162307.29
CUST00009057,male,23,18-25,New Delhi,Delhi,2023-11-13,Platinum,4,123442.0
CUST00009058,female,51,46-55,Dwarka,Delhi,2024-05-13,Silver,3,4934.81
CUST00009059,male,61,56-65,Chennai,Tamil Nadu,2023-07-13,Gold,2,31502.36
CUST00009060,male,19,18-25,Varanasi,UP,2024-05-26,Platinum,5,75233.32
CUST00009061,male,45,36-45,Lucknow,UP,2023-11-04,Platinum,6,329811.83
CUST00009062,female,25,18-25,Sohna,Haryana,2024-05-04,Platinum,5,118226.8
CUST00009063,female,27,26-35,Sohna,Haryana,2023-06-16,Platinum,6,150432.79
CUST00009064,male,33,26-35,Kota,Rajasthan,2023-12-19,Platinum,7,276669.36
CUST00009065,male,33,26-35,Howrah,West Bengal,2023-08-09,Gold,2,21905.52
CUST00009066,male,39,36-45,Howrah,West Bengal,2023-09-22,Platinum,8,259704.47
CUST00009067,female,23,18-25,Udaipur,Rajasthan,2023-09-04,Platinum,5,93161.2
CUST00009068,female,41,36-45,Gurugram,Haryana,2023-12-02,Platinum,10,207507.98
CUST00009069,male,19,18-25,Mangalore,Karnataka,2024-05-30,Platinum,7,106509.22
CUST00009070,male,53,46-55,Surat,Gujarat,2024-01-06,Silver,3,3791.02
CUST00009071,male,24,18-25,Palwal,Haryana,2024-01-20,Platinum,2,93460.75
CUST00009072,female,24,18-25,Gurugram,Haryana,2024-04-12,Gold,6,42250.92
CUST00009073,female,21,18-25,Coimbatore,Tamil Nadu,2024-03-14,Platinum,3,242093.49
CUST00009074,male,38,36-45,Mumbai,Maharashtra,2024-04-03,Platinum,5,62556.36
CUST00009075,female,22,18-25,Surat,Gujarat,2023-12-12,Platinum,8,264807.61
CUST00009076,male,25,18-25,Kolkata,West Bengal,2023-07-24,Platinum,8,56773.63
CUST00009077,male,33,26-35,Agra,UP,2024-02-28,Platinum,4,140042.48
CUST00009078,female,38,36-45,Panipat,Haryana,2023-10-17,Platinum,3,62194.28
CUST00009079,female,42,36-45,Delhi NCR,Delhi,2024-04-25,Platinum,2,222657.32
CUST00009080,female,55,46-55,Faridabad,Haryana,2023-07-14,Silver,5,8872.64
CUST00009081,male,23,18-25,Mumbai,Maharashtra,2024-04-13,Silver,3,17009.81
CUST00009082,male,23,18-25,Ludhiana,Punjab,2023-12-09,Platinum,5,376570.0
CUST00009083,male,21,18-25,Nagpur,Maharashtra,2023-08-24,Platinum,2,96546.98
CUST00009084,female,28,26-35,Chennai,Tamil Nadu,2023-11-28,Platinum,3,57810.17
CUST00009085,male,44,36-45,Rajkot,Gujarat,2024-02-22,Platinum,3,50205.43
CUST00009086,male,30,26-35,Durgapur,West Bengal,2024-02-18,Platinum,5,102977.2
CUST00009087,female,31,26-35,Chennai,Tamil Nadu,2023-07-07,Platinum,1,248876.31
CUST00009088,female,33,26-35,Howrah,West Bengal,2024-05-24,Platinum,4,101843.93
CUST00009089,female,38,36-45,Ahmedabad,Gujarat,2023-07-29,Platinum,5,180792.89
CUST00009090,female,35,26-35,Delhi NCR,Delhi,2023-08-04,Platinum,6,150565.49
CUST00009091,male,29,26-35,Mysore,Karnataka,2024-01-28,Platinum,6,211996.67
CUST00009092,male,24,18-25,Ahmedabad,Gujarat,2024-05-28,Platinum,3,197657.17
